Seed(Dec),Seed(Hex),Average Error,Absolute Highest Error
2670,12'hA6E,0.5312,1
2671,12'hA6F,0.0312,1
2672,12'hA70,0.9375,1
2673,12'hA71,0.4375,1
2674,12'hA72,0.6875,1
2675,12'hA73,0.1875,1
2676,12'hA74,0.8438,1
2677,12'hA75,0.3125,1
2678,12'hA76,0.5625,1
2679,12'hA77,0.0625,1
2680,12'hA78,0.9062,1
2681,12'hA79,0.4062,1
2682,12'hA7A,0.6250,1
2683,12'hA7B,0.1250,1
2684,12'hA7C,0.7500,1
2685,12'hA7D,0.2500,1
2686,12'hA7E,0.5000,1
2687,12'hA7F,0.0000,0
2688,12'hA80,1.0000,1
2689,12'hA81,0.5000,1
2690,12'hA82,0.7500,1
2691,12'hA83,0.2500,1
2692,12'hA84,0.8750,1
2693,12'hA85,0.3750,1
2694,12'hA86,0.6250,1
2695,12'hA87,0.1250,1
2696,12'hA88,0.9375,1
2697,12'hA89,0.4062,1
2698,12'hA8A,0.6875,1
2699,12'hA8B,0.1875,1
2700,12'hA8C,0.8125,1
2701,12'hA8D,0.3125,1
2702,12'hA8E,0.5625,1
2703,12'hA8F,0.0625,1
2704,12'hA90,0.9688,1
2705,12'hA91,0.4688,1
2706,12'hA92,0.7188,1
2707,12'hA93,0.2188,1
2708,12'hA94,0.8438,1
2709,12'hA95,0.3438,1
2710,12'hA96,0.5625,1
2711,12'hA97,0.0938,1
2712,12'hA98,0.9062,1
2713,12'hA99,0.4062,1
2714,12'hA9A,0.6562,1
2715,12'hA9B,0.1562,1
2716,12'hA9C,0.7812,1
2717,12'hA9D,0.2812,1
2718,12'hA9E,0.5312,1
2719,12'hA9F,0.0312,1
2720,12'hAA0,1.0000,1
2721,12'hAA1,0.4688,1
2722,12'hAA2,0.7500,1
2723,12'hAA3,0.2188,1
2724,12'hAA4,0.8438,1
2725,12'hAA5,0.3438,1
2726,12'hAA6,0.5938,1
2727,12'hAA7,0.0938,1
2728,12'hAA8,0.9062,1
2729,12'hAA9,0.4062,1
2730,12'hAAA,0.6875,1
2731,12'hAAB,0.1875,1
2732,12'hAAC,0.7812,1
2733,12'hAAD,0.3125,1
2734,12'hAAE,0.5625,1
2735,12'hAAF,0.0312,1
2736,12'hAB0,0.9375,1
2737,12'hAB1,0.4375,1
2738,12'hAB2,0.6875,1
2739,12'hAB3,0.1875,1
2740,12'hAB4,0.8438,1
2741,12'hAB5,0.3125,1
2742,12'hAB6,0.5625,1
2743,12'hAB7,0.0938,1
2744,12'hAB8,0.9062,1
2745,12'hAB9,0.4062,1
2746,12'hABA,0.6562,1
2747,12'hABB,0.1562,1
2748,12'hABC,0.7500,1
2749,12'hABD,0.2500,1
2750,12'hABE,0.5000,1
2751,12'hABF,0.0000,0
2752,12'hAC0,1.0000,1
2753,12'hAC1,0.5000,1
2754,12'hAC2,0.7500,1
2755,12'hAC3,0.2188,1
2756,12'hAC4,0.8438,1
2757,12'hAC5,0.3750,1
2758,12'hAC6,0.5938,1
2759,12'hAC7,0.1250,1
2760,12'hAC8,0.9375,1
2761,12'hAC9,0.4062,1
2762,12'hACA,0.6875,1
2763,12'hACB,0.1875,1
2764,12'hACC,0.7812,1
2765,12'hACD,0.3125,1
2766,12'hACE,0.5625,1
2767,12'hACF,0.0625,1
2768,12'hAD0,0.9375,1
2769,12'hAD1,0.4688,1
2770,12'hAD2,0.7188,1
2771,12'hAD3,0.2188,1
2772,12'hAD4,0.8438,1
2773,12'hAD5,0.3438,1
2774,12'hAD6,0.5625,1
2775,12'hAD7,0.0938,1
2776,12'hAD8,0.9062,1
2777,12'hAD9,0.4062,1
2778,12'hADA,0.6562,1
2779,12'hADB,0.1562,1
2780,12'hADC,0.7812,1
2781,12'hADD,0.2812,1
2782,12'hADE,0.5000,1
2783,12'hADF,0.0312,1
2784,12'hAE0,0.9688,1
2785,12'hAE1,0.4688,1
2786,12'hAE2,0.7188,1
2787,12'hAE3,0.2188,1
2788,12'hAE4,0.8438,1
2789,12'hAE5,0.3438,1
2790,12'hAE6,0.5938,1
2791,12'hAE7,0.0938,1
2792,12'hAE8,0.9062,1
2793,12'hAE9,0.4062,1
2794,12'hAEA,0.6875,1
2795,12'hAEB,0.1562,1
2796,12'hAEC,0.7812,1
2797,12'hAED,0.2812,1
2798,12'hAEE,0.5312,1
2799,12'hAEF,0.0312,1
2800,12'hAF0,0.9375,1
2801,12'hAF1,0.4375,1
2802,12'hAF2,0.6875,1
2803,12'hAF3,0.1875,1
2804,12'hAF4,0.8125,1
2805,12'hAF5,0.3125,1
2806,12'hAF6,0.5625,1
2807,12'hAF7,0.0625,1
2808,12'hAF8,0.9062,1
2809,12'hAF9,0.3750,1
2810,12'hAFA,0.6250,1
2811,12'hAFB,0.1250,1
2812,12'hAFC,0.7500,1
2813,12'hAFD,0.2500,1
2814,12'hAFE,0.5000,1
2815,12'hAFF,0.0000,0
2816,12'hB00,1.0000,1
2817,12'hB01,0.5000,1
2818,12'hB02,0.7500,1
2819,12'hB03,0.2500,1
2820,12'hB04,0.8750,1
2821,12'hB05,0.3750,1
2822,12'hB06,0.6250,1
2823,12'hB07,0.1250,1
2824,12'hB08,0.9375,1
2825,12'hB09,0.4375,1
2826,12'hB0A,0.6875,1
2827,12'hB0B,0.1875,1
2828,12'hB0C,0.8125,1
2829,12'hB0D,0.3125,1
2830,12'hB0E,0.5625,1
2831,12'hB0F,0.0625,1
2832,12'hB10,0.9688,1
2833,12'hB11,0.4688,1
2834,12'hB12,0.7188,1
2835,12'hB13,0.2188,1
2836,12'hB14,0.8438,1
2837,12'hB15,0.3438,1
2838,12'hB16,0.5625,1
2839,12'hB17,0.0938,1
2840,12'hB18,0.9062,1
2841,12'hB19,0.4062,1
2842,12'hB1A,0.6562,1
2843,12'hB1B,0.1562,1
2844,12'hB1C,0.7812,1
2845,12'hB1D,0.2812,1
2846,12'hB1E,0.5312,1
2847,12'hB1F,0.0312,1
2848,12'hB20,1.0000,1
2849,12'hB21,0.5000,1
2850,12'hB22,0.7500,1
2851,12'hB23,0.2188,1
2852,12'hB24,0.8438,1
2853,12'hB25,0.3438,1
2854,12'hB26,0.5938,1
2855,12'hB27,0.1250,1
2856,12'hB28,0.9062,1
2857,12'hB29,0.4062,1
2858,12'hB2A,0.6875,1
2859,12'hB2B,0.1875,1
2860,12'hB2C,0.7812,1
2861,12'hB2D,0.3125,1
2862,12'hB2E,0.5625,1
2863,12'hB2F,0.0312,1
2864,12'hB30,0.9375,1
2865,12'hB31,0.4375,1
2866,12'hB32,0.6875,1
2867,12'hB33,0.1875,1
2868,12'hB34,0.8438,1
2869,12'hB35,0.3438,1
2870,12'hB36,0.5625,1
2871,12'hB37,0.0938,1
2872,12'hB38,0.9062,1
2873,12'hB39,0.4062,1
2874,12'hB3A,0.6562,1
2875,12'hB3B,0.1562,1
2876,12'hB3C,0.7812,1
2877,12'hB3D,0.2500,1
2878,12'hB3E,0.5000,1
2879,12'hB3F,0.0000,0
2880,12'hB40,1.0000,1
2881,12'hB41,0.5000,1
2882,12'hB42,0.7500,1
2883,12'hB43,0.2500,1
2884,12'hB44,0.8438,1
2885,12'hB45,0.3750,1
2886,12'hB46,0.5938,1
2887,12'hB47,0.1250,1
2888,12'hB48,0.9375,1
2889,12'hB49,0.4062,1
2890,12'hB4A,0.6875,1
2891,12'hB4B,0.1875,1
2892,12'hB4C,0.7812,1
2893,12'hB4D,0.3125,1
2894,12'hB4E,0.5625,1
2895,12'hB4F,0.0625,1
2896,12'hB50,0.9688,1
2897,12'hB51,0.4688,1
2898,12'hB52,0.7188,1
2899,12'hB53,0.2188,1
2900,12'hB54,0.8438,1
2901,12'hB55,0.3438,1
2902,12'hB56,0.5625,1
2903,12'hB57,0.0938,1
2904,12'hB58,0.9062,1
2905,12'hB59,0.4062,1
2906,12'hB5A,0.6562,1
2907,12'hB5B,0.1562,1
2908,12'hB5C,0.7812,1
2909,12'hB5D,0.2812,1
2910,12'hB5E,0.5000,1
2911,12'hB5F,0.0312,1
2912,12'hB60,0.9688,1
2913,12'hB61,0.4688,1
2914,12'hB62,0.7188,1
2915,12'hB63,0.2188,1
2916,12'hB64,0.8438,1
2917,12'hB65,0.3438,1
2918,12'hB66,0.5938,1
2919,12'hB67,0.0938,1
2920,12'hB68,0.9062,1
2921,12'hB69,0.4062,1
2922,12'hB6A,0.6875,1
2923,12'hB6B,0.1562,1
2924,12'hB6C,0.7812,1
2925,12'hB6D,0.2812,1
2926,12'hB6E,0.5312,1
2927,12'hB6F,0.0312,1
2928,12'hB70,0.9375,1
2929,12'hB71,0.4375,1
2930,12'hB72,0.6875,1
2931,12'hB73,0.1875,1
2932,12'hB74,0.8125,1
2933,12'hB75,0.3125,1
2934,12'hB76,0.5625,1
2935,12'hB77,0.0625,1
2936,12'hB78,0.9062,1
2937,12'hB79,0.4062,1
2938,12'hB7A,0.6250,1
2939,12'hB7B,0.1250,1
2940,12'hB7C,0.7500,1
2941,12'hB7D,0.2500,1
2942,12'hB7E,0.5000,1
2943,12'hB7F,0.0000,0
2944,12'hB80,1.0000,1
2945,12'hB81,0.5000,1
2946,12'hB82,0.7500,1
2947,12'hB83,0.2500,1
2948,12'hB84,0.8438,1
2949,12'hB85,0.3750,1
2950,12'hB86,0.6250,1
2951,12'hB87,0.1250,1
2952,12'hB88,0.9375,1
2953,12'hB89,0.4062,1
2954,12'hB8A,0.6875,1
2955,12'hB8B,0.1875,1
2956,12'hB8C,0.8125,1
2957,12'hB8D,0.3125,1
2958,12'hB8E,0.5625,1
2959,12'hB8F,0.0625,1
2960,12'hB90,0.9688,1
2961,12'hB91,0.4688,1
2962,12'hB92,0.7188,1
2963,12'hB93,0.2188,1
2964,12'hB94,0.8438,1
2965,12'hB95,0.3438,1
2966,12'hB96,0.5625,1
2967,12'hB97,0.0938,1
2968,12'hB98,0.9062,1
2969,12'hB99,0.4062,1
2970,12'hB9A,0.6562,1
2971,12'hB9B,0.1562,1
2972,12'hB9C,0.7812,1
2973,12'hB9D,0.2812,1
2974,12'hB9E,0.5312,1
2975,12'hB9F,0.0312,1
2976,12'hBA0,1.0000,1
2977,12'hBA1,0.4688,1
2978,12'hBA2,0.7188,1
2979,12'hBA3,0.2188,1
2980,12'hBA4,0.8438,1
2981,12'hBA5,0.3438,1
2982,12'hBA6,0.5938,1
2983,12'hBA7,0.0938,1
2984,12'hBA8,0.9062,1
2985,12'hBA9,0.4062,1
2986,12'hBAA,0.6875,1
2987,12'hBAB,0.1875,1
2988,12'hBAC,0.7812,1
2989,12'hBAD,0.3125,1
2990,12'hBAE,0.5625,1
2991,12'hBAF,0.0312,1
2992,12'hBB0,0.9375,1
2993,12'hBB1,0.4375,1
2994,12'hBB2,0.6875,1
2995,12'hBB3,0.1875,1
2996,12'hBB4,0.8438,1
2997,12'hBB5,0.3125,1
2998,12'hBB6,0.5625,1
2999,12'hBB7,0.0938,1
3000,12'hBB8,0.9062,1
3001,12'hBB9,0.4062,1
3002,12'hBBA,0.6562,1
3003,12'hBBB,0.1250,1
3004,12'hBBC,0.7500,1
3005,12'hBBD,0.2500,1
3006,12'hBBE,0.5000,1
3007,12'hBBF,0.0000,0
3008,12'hBC0,1.0000,1
3009,12'hBC1,0.5000,1
3010,12'hBC2,0.7500,1
3011,12'hBC3,0.2188,1
3012,12'hBC4,0.8438,1
3013,12'hBC5,0.3750,1
3014,12'hBC6,0.5938,1
3015,12'hBC7,0.1250,1
3016,12'hBC8,0.9375,1
3017,12'hBC9,0.4062,1
3018,12'hBCA,0.6875,1
3019,12'hBCB,0.1875,1
3020,12'hBCC,0.7812,1
3021,12'hBCD,0.3125,1
3022,12'hBCE,0.5625,1
3023,12'hBCF,0.0625,1
3024,12'hBD0,0.9375,1
3025,12'hBD1,0.4688,1
3026,12'hBD2,0.6875,1
3027,12'hBD3,0.1875,1
3028,12'hBD4,0.8438,1
3029,12'hBD5,0.3438,1
3030,12'hBD6,0.5625,1
3031,12'hBD7,0.0938,1
3032,12'hBD8,0.9062,1
3033,12'hBD9,0.4062,1
3034,12'hBDA,0.6562,1
3035,12'hBDB,0.1562,1
3036,12'hBDC,0.7812,1
3037,12'hBDD,0.2812,1
3038,12'hBDE,0.5000,1
3039,12'hBDF,0.0000,0
3040,12'hBE0,0.9688,1
3041,12'hBE1,0.4688,1
3042,12'hBE2,0.7188,1
3043,12'hBE3,0.2188,1
3044,12'hBE4,0.8438,1
3045,12'hBE5,0.3438,1
3046,12'hBE6,0.5938,1
3047,12'hBE7,0.0938,1
3048,12'hBE8,0.9062,1
3049,12'hBE9,0.4062,1
3050,12'hBEA,0.6562,1
3051,12'hBEB,0.1562,1
3052,12'hBEC,0.7812,1
3053,12'hBED,0.2812,1
3054,12'hBEE,0.5312,1
3055,12'hBEF,0.0312,1
3056,12'hBF0,0.9375,1
3057,12'hBF1,0.4375,1
3058,12'hBF2,0.6875,1
3059,12'hBF3,0.1875,1
3060,12'hBF4,0.8125,1
3061,12'hBF5,0.3125,1
3062,12'hBF6,0.5625,1
3063,12'hBF7,0.0625,1
3064,12'hBF8,0.9062,1
3065,12'hBF9,0.3750,1
3066,12'hBFA,0.6250,1
3067,12'hBFB,0.1250,1
3068,12'hBFC,0.7500,1
3069,12'hBFD,0.2500,1
3070,12'hBFE,0.5000,1
3071,12'hBFF,0.0000,0
3072,12'hC00,1.0000,1
3073,12'hC01,0.5000,1
3074,12'hC02,0.7500,1
3075,12'hC03,0.2500,1
3076,12'hC04,0.8750,1
3077,12'hC05,0.3750,1
3078,12'hC06,0.6250,1
3079,12'hC07,0.1250,1
3080,12'hC08,0.9375,1
3081,12'hC09,0.4375,1
3082,12'hC0A,0.6875,1
3083,12'hC0B,0.1875,1
3084,12'hC0C,0.8125,1
3085,12'hC0D,0.3125,1
3086,12'hC0E,0.5625,1
3087,12'hC0F,0.0625,1
3088,12'hC10,0.9688,1
3089,12'hC11,0.4688,1
3090,12'hC12,0.7188,1
3091,12'hC13,0.2188,1
3092,12'hC14,0.8438,1
3093,12'hC15,0.3438,1
3094,12'hC16,0.5625,1
3095,12'hC17,0.0938,1
3096,12'hC18,0.9062,1
3097,12'hC19,0.4062,1
3098,12'hC1A,0.6562,1
3099,12'hC1B,0.1562,1
3100,12'hC1C,0.7812,1
3101,12'hC1D,0.2812,1
3102,12'hC1E,0.5312,1
3103,12'hC1F,0.0312,1
3104,12'hC20,1.0000,1
3105,12'hC21,0.5000,1
3106,12'hC22,0.7500,1
3107,12'hC23,0.2188,1
3108,12'hC24,0.8438,1
3109,12'hC25,0.3750,1
3110,12'hC26,0.5938,1
3111,12'hC27,0.1250,1
3112,12'hC28,0.9062,1
3113,12'hC29,0.4062,1
3114,12'hC2A,0.6875,1
3115,12'hC2B,0.1875,1
3116,12'hC2C,0.7812,1
3117,12'hC2D,0.3125,1
3118,12'hC2E,0.5625,1
3119,12'hC2F,0.0625,1
3120,12'hC30,0.9375,1
3121,12'hC31,0.4688,1
3122,12'hC32,0.6875,1
3123,12'hC33,0.1875,1
3124,12'hC34,0.8438,1
3125,12'hC35,0.3438,1
3126,12'hC36,0.5625,1
3127,12'hC37,0.0938,1
3128,12'hC38,0.9062,1
3129,12'hC39,0.4062,1
3130,12'hC3A,0.6562,1
3131,12'hC3B,0.1562,1
3132,12'hC3C,0.7812,1
3133,12'hC3D,0.2812,1
3134,12'hC3E,0.5000,1
3135,12'hC3F,0.0000,0
3136,12'hC40,1.0000,1
3137,12'hC41,0.5000,1
3138,12'hC42,0.7500,1
3139,12'hC43,0.2500,1
3140,12'hC44,0.8438,1
3141,12'hC45,0.3750,1
3142,12'hC46,0.5938,1
3143,12'hC47,0.1250,1
3144,12'hC48,0.9375,1
3145,12'hC49,0.4062,1
3146,12'hC4A,0.6875,1
3147,12'hC4B,0.1875,1
3148,12'hC4C,0.8125,1
3149,12'hC4D,0.3125,1
3150,12'hC4E,0.5625,1
3151,12'hC4F,0.0625,1
3152,12'hC50,0.9688,1
3153,12'hC51,0.4688,1
3154,12'hC52,0.7188,1
3155,12'hC53,0.2188,1
3156,12'hC54,0.8438,1
3157,12'hC55,0.3438,1
3158,12'hC56,0.5625,1
3159,12'hC57,0.0938,1
3160,12'hC58,0.9062,1
3161,12'hC59,0.4062,1
3162,12'hC5A,0.6562,1
3163,12'hC5B,0.1562,1
3164,12'hC5C,0.7812,1
3165,12'hC5D,0.2812,1
3166,12'hC5E,0.5000,1
3167,12'hC5F,0.0312,1
3168,12'hC60,1.0000,1
3169,12'hC61,0.4688,1
3170,12'hC62,0.7188,1
3171,12'hC63,0.2188,1
3172,12'hC64,0.8438,1
3173,12'hC65,0.3438,1
3174,12'hC66,0.5938,1
3175,12'hC67,0.0938,1
3176,12'hC68,0.9062,1
3177,12'hC69,0.4062,1
3178,12'hC6A,0.6875,1
3179,12'hC6B,0.1562,1
3180,12'hC6C,0.7812,1
3181,12'hC6D,0.3125,1
3182,12'hC6E,0.5312,1
3183,12'hC6F,0.0312,1
3184,12'hC70,0.9375,1
3185,12'hC71,0.4375,1
3186,12'hC72,0.6875,1
3187,12'hC73,0.1875,1
3188,12'hC74,0.8438,1
3189,12'hC75,0.3125,1
3190,12'hC76,0.5625,1
3191,12'hC77,0.0625,1
3192,12'hC78,0.9062,1
3193,12'hC79,0.4062,1
3194,12'hC7A,0.6250,1
3195,12'hC7B,0.1250,1
3196,12'hC7C,0.7500,1
3197,12'hC7D,0.2500,1
3198,12'hC7E,0.5000,1
3199,12'hC7F,0.0000,0
3200,12'hC80,1.0000,1
3201,12'hC81,0.5000,1
3202,12'hC82,0.7500,1
3203,12'hC83,0.2500,1
3204,12'hC84,0.8750,1
3205,12'hC85,0.3750,1
3206,12'hC86,0.6250,1
3207,12'hC87,0.1250,1
3208,12'hC88,0.9375,1
3209,12'hC89,0.4062,1
3210,12'hC8A,0.6875,1
3211,12'hC8B,0.1875,1
3212,12'hC8C,0.8125,1
3213,12'hC8D,0.3125,1
3214,12'hC8E,0.5625,1
3215,12'hC8F,0.0625,1
3216,12'hC90,0.9688,1
3217,12'hC91,0.4688,1
3218,12'hC92,0.7188,1
3219,12'hC93,0.2188,1
3220,12'hC94,0.8438,1
3221,12'hC95,0.3438,1
3222,12'hC96,0.5625,1
3223,12'hC97,0.0938,1
3224,12'hC98,0.9062,1
3225,12'hC99,0.4062,1
3226,12'hC9A,0.6562,1
3227,12'hC9B,0.1562,1
3228,12'hC9C,0.7812,1
3229,12'hC9D,0.2812,1
3230,12'hC9E,0.5312,1
3231,12'hC9F,0.0312,1
3232,12'hCA0,1.0000,1
3233,12'hCA1,0.4688,1
3234,12'hCA2,0.7500,1
3235,12'hCA3,0.2188,1
3236,12'hCA4,0.8438,1
3237,12'hCA5,0.3438,1
3238,12'hCA6,0.5938,1
3239,12'hCA7,0.0938,1
3240,12'hCA8,0.9062,1
3241,12'hCA9,0.4062,1
3242,12'hCAA,0.6875,1
3243,12'hCAB,0.1875,1
3244,12'hCAC,0.7812,1
3245,12'hCAD,0.3125,1
3246,12'hCAE,0.5625,1
3247,12'hCAF,0.0312,1
3248,12'hCB0,0.9375,1
3249,12'hCB1,0.4375,1
3250,12'hCB2,0.6875,1
3251,12'hCB3,0.1875,1
3252,12'hCB4,0.8438,1
3253,12'hCB5,0.3125,1
3254,12'hCB6,0.5625,1
3255,12'hCB7,0.0938,1
3256,12'hCB8,0.9062,1
3257,12'hCB9,0.4062,1
3258,12'hCBA,0.6562,1
3259,12'hCBB,0.1562,1
3260,12'hCBC,0.7500,1
3261,12'hCBD,0.2500,1
3262,12'hCBE,0.5000,1
3263,12'hCBF,0.0000,0
3264,12'hCC0,1.0000,1
3265,12'hCC1,0.5000,1
3266,12'hCC2,0.7500,1
3267,12'hCC3,0.2188,1
3268,12'hCC4,0.8438,1
3269,12'hCC5,0.3750,1
3270,12'hCC6,0.5938,1
3271,12'hCC7,0.1250,1
3272,12'hCC8,0.9375,1
3273,12'hCC9,0.4062,1
3274,12'hCCA,0.6875,1
3275,12'hCCB,0.1875,1
3276,12'hCCC,0.7812,1
3277,12'hCCD,0.3125,1
3278,12'hCCE,0.5625,1
3279,12'hCCF,0.0625,1
3280,12'hCD0,0.9375,1
3281,12'hCD1,0.4688,1
3282,12'hCD2,0.7188,1
3283,12'hCD3,0.2188,1
3284,12'hCD4,0.8438,1
3285,12'hCD5,0.3438,1
3286,12'hCD6,0.5625,1
3287,12'hCD7,0.0938,1
3288,12'hCD8,0.9062,1
3289,12'hCD9,0.4062,1
3290,12'hCDA,0.6562,1
3291,12'hCDB,0.1562,1
3292,12'hCDC,0.7812,1
3293,12'hCDD,0.2812,1
3294,12'hCDE,0.5000,1
3295,12'hCDF,0.0312,1
3296,12'hCE0,0.9688,1
3297,12'hCE1,0.4688,1
3298,12'hCE2,0.7188,1
3299,12'hCE3,0.2188,1
3300,12'hCE4,0.8438,1
3301,12'hCE5,0.3438,1
3302,12'hCE6,0.5938,1
3303,12'hCE7,0.0938,1
3304,12'hCE8,0.9062,1
3305,12'hCE9,0.4062,1
3306,12'hCEA,0.6875,1
3307,12'hCEB,0.1562,1
3308,12'hCEC,0.7812,1
3309,12'hCED,0.2812,1
3310,12'hCEE,0.5312,1
3311,12'hCEF,0.0312,1
3312,12'hCF0,0.9375,1
3313,12'hCF1,0.4375,1
3314,12'hCF2,0.6875,1
3315,12'hCF3,0.1875,1
3316,12'hCF4,0.8125,1
3317,12'hCF5,0.3125,1
3318,12'hCF6,0.5625,1
3319,12'hCF7,0.0625,1
3320,12'hCF8,0.9062,1
3321,12'hCF9,0.4062,1
3322,12'hCFA,0.6250,1
3323,12'hCFB,0.1250,1
3324,12'hCFC,0.7500,1
3325,12'hCFD,0.2500,1
3326,12'hCFE,0.5000,1
3327,12'hCFF,0.0000,0
3328,12'hD00,1.0000,1
3329,12'hD01,0.5000,1
3330,12'hD02,0.7500,1
3331,12'hD03,0.2500,1
3332,12'hD04,0.8750,1
3333,12'hD05,0.3750,1
3334,12'hD06,0.6250,1
3335,12'hD07,0.1250,1
3336,12'hD08,0.9375,1
3337,12'hD09,0.4375,1
3338,12'hD0A,0.6875,1
3339,12'hD0B,0.1875,1
3340,12'hD0C,0.8125,1
3341,12'hD0D,0.3125,1
3342,12'hD0E,0.5625,1
3343,12'hD0F,0.0625,1
3344,12'hD10,0.9688,1
3345,12'hD11,0.4688,1
3346,12'hD12,0.7188,1
3347,12'hD13,0.2188,1
3348,12'hD14,0.8438,1
3349,12'hD15,0.3438,1
3350,12'hD16,0.5625,1
3351,12'hD17,0.0938,1
3352,12'hD18,0.9062,1
3353,12'hD19,0.4062,1
3354,12'hD1A,0.6562,1
3355,12'hD1B,0.1562,1
3356,12'hD1C,0.7812,1
3357,12'hD1D,0.2812,1
3358,12'hD1E,0.5312,1
3359,12'hD1F,0.0312,1
3360,12'hD20,1.0000,1
3361,12'hD21,0.5000,1
3362,12'hD22,0.7500,1
3363,12'hD23,0.2188,1
3364,12'hD24,0.8438,1
3365,12'hD25,0.3750,1
3366,12'hD26,0.5938,1
3367,12'hD27,0.1250,1
3368,12'hD28,0.9062,1
3369,12'hD29,0.4062,1
3370,12'hD2A,0.6875,1
3371,12'hD2B,0.1875,1
3372,12'hD2C,0.7812,1
3373,12'hD2D,0.3125,1
3374,12'hD2E,0.5625,1
3375,12'hD2F,0.0312,1
3376,12'hD30,0.9375,1
3377,12'hD31,0.4375,1
3378,12'hD32,0.6875,1
3379,12'hD33,0.1875,1
3380,12'hD34,0.8438,1
3381,12'hD35,0.3438,1
3382,12'hD36,0.5625,1
3383,12'hD37,0.0938,1
3384,12'hD38,0.9062,1
3385,12'hD39,0.4062,1
3386,12'hD3A,0.6562,1
3387,12'hD3B,0.1562,1
3388,12'hD3C,0.7812,1
3389,12'hD3D,0.2500,1
3390,12'hD3E,0.5000,1
3391,12'hD3F,0.0000,0
3392,12'hD40,1.0000,1
3393,12'hD41,0.5000,1
3394,12'hD42,0.7500,1
3395,12'hD43,0.2500,1
3396,12'hD44,0.8438,1
3397,12'hD45,0.3750,1
3398,12'hD46,0.5938,1
3399,12'hD47,0.1250,1
3400,12'hD48,0.9375,1
3401,12'hD49,0.4062,1
3402,12'hD4A,0.6875,1
3403,12'hD4B,0.1875,1
3404,12'hD4C,0.7812,1
3405,12'hD4D,0.3125,1
3406,12'hD4E,0.5625,1
3407,12'hD4F,0.0625,1
3408,12'hD50,0.9688,1
3409,12'hD51,0.4688,1
3410,12'hD52,0.7188,1
3411,12'hD53,0.2188,1
3412,12'hD54,0.8438,1
3413,12'hD55,0.3438,1
3414,12'hD56,0.5625,1
3415,12'hD57,0.0938,1
3416,12'hD58,0.9062,1
3417,12'hD59,0.4062,1
3418,12'hD5A,0.6562,1
3419,12'hD5B,0.1562,1
3420,12'hD5C,0.7812,1
3421,12'hD5D,0.2812,1
3422,12'hD5E,0.5000,1
3423,12'hD5F,0.0312,1
3424,12'hD60,0.9688,1
3425,12'hD61,0.4688,1
3426,12'hD62,0.7188,1
3427,12'hD63,0.2188,1
3428,12'hD64,0.8438,1
3429,12'hD65,0.3438,1
3430,12'hD66,0.5938,1
3431,12'hD67,0.0938,1
3432,12'hD68,0.9062,1
3433,12'hD69,0.4062,1
3434,12'hD6A,0.6875,1
3435,12'hD6B,0.1562,1
3436,12'hD6C,0.7812,1
3437,12'hD6D,0.2812,1
3438,12'hD6E,0.5312,1
3439,12'hD6F,0.0312,1
3440,12'hD70,0.9375,1
3441,12'hD71,0.4375,1
3442,12'hD72,0.6875,1
3443,12'hD73,0.1875,1
3444,12'hD74,0.8125,1
3445,12'hD75,0.3125,1
3446,12'hD76,0.5625,1
3447,12'hD77,0.0625,1
3448,12'hD78,0.9062,1
3449,12'hD79,0.4062,1
3450,12'hD7A,0.6250,1
3451,12'hD7B,0.1250,1
3452,12'hD7C,0.7500,1
3453,12'hD7D,0.2500,1
3454,12'hD7E,0.5000,1
3455,12'hD7F,0.0000,0
3456,12'hD80,1.0000,1
3457,12'hD81,0.5000,1
3458,12'hD82,0.7500,1
3459,12'hD83,0.2500,1
3460,12'hD84,0.8438,1
3461,12'hD85,0.3750,1
3462,12'hD86,0.6250,1
3463,12'hD87,0.1250,1
3464,12'hD88,0.9375,1
3465,12'hD89,0.4062,1
3466,12'hD8A,0.6875,1
3467,12'hD8B,0.1875,1
3468,12'hD8C,0.8125,1
3469,12'hD8D,0.3125,1
3470,12'hD8E,0.5625,1
3471,12'hD8F,0.0625,1
3472,12'hD90,0.9688,1
3473,12'hD91,0.4688,1
3474,12'hD92,0.7188,1
3475,12'hD93,0.2188,1
3476,12'hD94,0.8438,1
3477,12'hD95,0.3438,1
3478,12'hD96,0.5625,1
3479,12'hD97,0.0938,1
3480,12'hD98,0.9062,1
3481,12'hD99,0.4062,1
3482,12'hD9A,0.6562,1
3483,12'hD9B,0.1562,1
3484,12'hD9C,0.7812,1
3485,12'hD9D,0.2812,1
3486,12'hD9E,0.5312,1
3487,12'hD9F,0.0312,1
3488,12'hDA0,1.0000,1
3489,12'hDA1,0.4688,1
3490,12'hDA2,0.7500,1
3491,12'hDA3,0.2188,1
3492,12'hDA4,0.8438,1
3493,12'hDA5,0.3438,1
3494,12'hDA6,0.5938,1
3495,12'hDA7,0.0938,1
3496,12'hDA8,0.9062,1
3497,12'hDA9,0.4062,1
3498,12'hDAA,0.6875,1
3499,12'hDAB,0.1875,1
3500,12'hDAC,0.7812,1
3501,12'hDAD,0.3125,1
3502,12'hDAE,0.5625,1
3503,12'hDAF,0.0312,1
3504,12'hDB0,0.9375,1
3505,12'hDB1,0.4375,1
3506,12'hDB2,0.6875,1
3507,12'hDB3,0.1875,1
3508,12'hDB4,0.8438,1
3509,12'hDB5,0.3125,1
3510,12'hDB6,0.5625,1
3511,12'hDB7,0.0938,1
