Seed(Dec),Seed(Hex),Average Error,Absolute Highest Error,Correlation Score
700,12'h2BC,0.7500,1,0.1109
701,12'h2BD,0.2812,1,0.1109
702,12'h2BE,0.5000,1,0.1110
703,12'h2BF,0.0000,0,0.1107
704,12'h2C0,0.9688,1,0.1105
705,12'h2C1,0.4688,1,0.1107
706,12'h2C2,0.7188,1,0.1107
707,12'h2C3,0.2500,1,0.1108
708,12'h2C4,0.8750,1,0.1107
709,12'h2C5,0.3750,1,0.1108
710,12'h2C6,0.6250,1,0.1107
711,12'h2C7,0.0938,1,0.1107
712,12'h2C8,0.9375,1,0.1107
713,12'h2C9,0.4062,1,0.1108
714,12'h2CA,0.6875,1,0.1107
715,12'h2CB,0.1875,1,0.1108
716,12'h2CC,0.8125,1,0.1107
717,12'h2CD,0.3125,1,0.1107
718,12'h2CE,0.5625,1,0.1104
719,12'h2CF,0.0625,1,0.1104
720,12'h2D0,0.9688,1,0.1103
721,12'h2D1,0.4688,1,0.1105
722,12'h2D2,0.7188,1,0.1107
723,12'h2D3,0.2188,1,0.1107
724,12'h2D4,0.8438,1,0.1108
725,12'h2D5,0.3438,1,0.1107
726,12'h2D6,0.5938,1,0.1109
727,12'h2D7,0.0625,1,0.1107
728,12'h2D8,0.8750,1,0.1107
729,12'h2D9,0.3750,1,0.1107
730,12'h2DA,0.6250,1,0.1108
731,12'h2DB,0.1562,1,0.1107
732,12'h2DC,0.7500,1,0.1108
733,12'h2DD,0.2812,1,0.1107
734,12'h2DE,0.5000,1,0.1108
735,12'h2DF,0.0000,0,0.1105
736,12'h2E0,0.9688,1,0.1107
737,12'h2E1,0.4688,1,0.1109
738,12'h2E2,0.7188,1,0.1107
739,12'h2E3,0.2188,1,0.1108
740,12'h2E4,0.8438,1,0.1107
741,12'h2E5,0.3438,1,0.1108
742,12'h2E6,0.6250,1,0.1108
743,12'h2E7,0.0938,1,0.1108
744,12'h2E8,0.9062,1,0.1108
745,12'h2E9,0.4062,1,0.1109
746,12'h2EA,0.6562,1,0.1107
747,12'h2EB,0.1562,1,0.1108
748,12'h2EC,0.7812,1,0.1107
749,12'h2ED,0.2812,1,0.1106
750,12'h2EE,0.5312,1,0.1106
751,12'h2EF,0.0312,1,0.1104
752,12'h2F0,0.9375,1,0.1106
753,12'h2F1,0.4375,1,0.1107
754,12'h2F2,0.6875,1,0.1108
755,12'h2F3,0.1875,1,0.1107
756,12'h2F4,0.8125,1,0.1109
757,12'h2F5,0.3125,1,0.1108
758,12'h2F6,0.5625,1,0.1110
759,12'h2F7,0.0625,1,0.1108
760,12'h2F8,0.8750,1,0.1108
761,12'h2F9,0.3750,1,0.1108
762,12'h2FA,0.6250,1,0.1108
763,12'h2FB,0.1250,1,0.1107
764,12'h2FC,0.7500,1,0.1109
765,12'h2FD,0.2500,1,0.1108
766,12'h2FE,0.5000,1,0.1109
767,12'h2FF,0.0000,0,0.1107
768,12'h300,0.9688,1,0.1107
769,12'h301,0.5000,1,0.1110
770,12'h302,0.7500,1,0.1108
771,12'h303,0.2500,1,0.1109
772,12'h304,0.8750,1,0.1107
773,12'h305,0.3750,1,0.1108
774,12'h306,0.6250,1,0.1108
775,12'h307,0.1250,1,0.1108
776,12'h308,0.9375,1,0.1109
777,12'h309,0.4062,1,0.1110
778,12'h30A,0.6875,1,0.1108
779,12'h30B,0.1875,1,0.1109
780,12'h30C,0.8125,1,0.1107
781,12'h30D,0.3125,1,0.1108
782,12'h30E,0.5625,1,0.1107
783,12'h30F,0.0625,1,0.1106
784,12'h310,0.9688,1,0.1104
785,12'h311,0.4688,1,0.1106
786,12'h312,0.7188,1,0.1106
787,12'h313,0.2188,1,0.1107
788,12'h314,0.8438,1,0.1107
789,12'h315,0.3438,1,0.1107
790,12'h316,0.5938,1,0.1109
791,12'h317,0.0938,1,0.1108
792,12'h318,0.9062,1,0.1108
793,12'h319,0.4062,1,0.1108
794,12'h31A,0.6562,1,0.1108
795,12'h31B,0.1562,1,0.1107
796,12'h31C,0.7812,1,0.1108
797,12'h31D,0.2812,1,0.1107
798,12'h31E,0.5312,1,0.1109
799,12'h31F,0.0312,1,0.1107
800,12'h320,0.9688,1,0.1105
801,12'h321,0.4688,1,0.1107
802,12'h322,0.7188,1,0.1107
803,12'h323,0.2500,1,0.1108
804,12'h324,0.8438,1,0.1107
805,12'h325,0.3750,1,0.1108
806,12'h326,0.6250,1,0.1107
807,12'h327,0.0938,1,0.1107
808,12'h328,0.9375,1,0.1107
809,12'h329,0.4062,1,0.1108
810,12'h32A,0.6875,1,0.1107
811,12'h32B,0.1875,1,0.1108
812,12'h32C,0.7812,1,0.1106
813,12'h32D,0.2812,1,0.1107
814,12'h32E,0.5312,1,0.1104
815,12'h32F,0.0312,1,0.1103
816,12'h330,0.9375,1,0.1104
817,12'h331,0.4688,1,0.1105
818,12'h332,0.6875,1,0.1107
819,12'h333,0.2188,1,0.1107
820,12'h334,0.8438,1,0.1108
821,12'h335,0.3438,1,0.1107
822,12'h336,0.5625,1,0.1109
823,12'h337,0.0625,1,0.1107
824,12'h338,0.8750,1,0.1108
825,12'h339,0.3750,1,0.1108
826,12'h33A,0.6250,1,0.1108
827,12'h33B,0.1250,1,0.1107
828,12'h33C,0.7500,1,0.1108
829,12'h33D,0.2812,1,0.1107
830,12'h33E,0.5000,1,0.1108
831,12'h33F,0.0000,0,0.1105
832,12'h340,0.9688,1,0.1108
833,12'h341,0.5000,1,0.1110
834,12'h342,0.7188,1,0.1109
835,12'h343,0.2500,1,0.1110
836,12'h344,0.8750,1,0.1109
837,12'h345,0.3750,1,0.1110
838,12'h346,0.6250,1,0.1108
839,12'h347,0.0938,1,0.1108
840,12'h348,0.9375,1,0.1106
841,12'h349,0.4062,1,0.1107
842,12'h34A,0.6875,1,0.1107
843,12'h34B,0.1875,1,0.1108
844,12'h34C,0.8125,1,0.1107
845,12'h34D,0.3125,1,0.1107
846,12'h34E,0.5625,1,0.1108
847,12'h34F,0.0625,1,0.1106
848,12'h350,0.9688,1,0.1105
849,12'h351,0.4688,1,0.1107
850,12'h352,0.7188,1,0.1107
851,12'h353,0.2188,1,0.1107
852,12'h354,0.8438,1,0.1107
853,12'h355,0.3438,1,0.1107
854,12'h356,0.5938,1,0.1107
855,12'h357,0.0625,1,0.1106
856,12'h358,0.8750,1,0.1107
857,12'h359,0.3750,1,0.1107
858,12'h35A,0.6250,1,0.1109
859,12'h35B,0.1562,1,0.1108
860,12'h35C,0.7500,1,0.1109
861,12'h35D,0.2812,1,0.1108
862,12'h35E,0.5000,1,0.1110
863,12'h35F,0.0000,0,0.1107
864,12'h360,0.9688,1,0.1109
865,12'h361,0.4688,1,0.1110
866,12'h362,0.7188,1,0.1109
867,12'h363,0.2188,1,0.1110
868,12'h364,0.8438,1,0.1107
869,12'h365,0.3750,1,0.1108
870,12'h366,0.6250,1,0.1107
871,12'h367,0.0938,1,0.1107
872,12'h368,0.9375,1,0.1107
873,12'h369,0.4062,1,0.1108
874,12'h36A,0.6562,1,0.1107
875,12'h36B,0.1562,1,0.1107
876,12'h36C,0.7812,1,0.1108
877,12'h36D,0.2812,1,0.1107
878,12'h36E,0.5312,1,0.1108
879,12'h36F,0.0312,1,0.1106
880,12'h370,0.9375,1,0.1108
881,12'h371,0.4688,1,0.1108
882,12'h372,0.6875,1,0.1108
883,12'h373,0.1875,1,0.1108
884,12'h374,0.8125,1,0.1108
885,12'h375,0.3125,1,0.1107
886,12'h376,0.5625,1,0.1109
887,12'h377,0.0625,1,0.1107
888,12'h378,0.8750,1,0.1108
889,12'h379,0.3750,1,0.1108
890,12'h37A,0.6250,1,0.1109
891,12'h37B,0.1250,1,0.1108
892,12'h37C,0.7500,1,0.1110
893,12'h37D,0.2500,1,0.1109
894,12'h37E,0.5000,1,0.1111
895,12'h37F,0.0000,0,0.1109
896,12'h380,0.9688,1,0.1104
897,12'h381,0.5000,1,0.1108
898,12'h382,0.7188,1,0.1106
899,12'h383,0.2500,1,0.1108
900,12'h384,0.8750,1,0.1106
901,12'h385,0.3750,1,0.1107
902,12'h386,0.6250,1,0.1107
903,12'h387,0.0938,1,0.1107
904,12'h388,0.9375,1,0.1106
905,12'h389,0.4062,1,0.1107
906,12'h38A,0.6875,1,0.1107
907,12'h38B,0.1875,1,0.1107
908,12'h38C,0.8125,1,0.1108
909,12'h38D,0.3125,1,0.1108
910,12'h38E,0.5625,1,0.1110
911,12'h38F,0.0625,1,0.1109
912,12'h390,0.9688,1,0.1108
913,12'h391,0.4688,1,0.1110
914,12'h392,0.7188,1,0.1108
915,12'h393,0.2188,1,0.1109
916,12'h394,0.8438,1,0.1107
917,12'h395,0.3438,1,0.1108
918,12'h396,0.5938,1,0.1107
919,12'h397,0.0625,1,0.1107
920,12'h398,0.9062,1,0.1107
921,12'h399,0.4062,1,0.1107
922,12'h39A,0.6250,1,0.1107
923,12'h39B,0.1562,1,0.1107
924,12'h39C,0.7812,1,0.1108
925,12'h39D,0.2812,1,0.1107
926,12'h39E,0.5000,1,0.1108
927,12'h39F,0.0312,1,0.1106
928,12'h3A0,0.9688,1,0.1104
929,12'h3A1,0.4688,1,0.1107
930,12'h3A2,0.7188,1,0.1106
931,12'h3A3,0.2188,1,0.1107
932,12'h3A4,0.8438,1,0.1107
933,12'h3A5,0.3750,1,0.1107
934,12'h3A6,0.6250,1,0.1106
935,12'h3A7,0.0938,1,0.1106
936,12'h3A8,0.9375,1,0.1106
937,12'h3A9,0.4062,1,0.1106
938,12'h3AA,0.6875,1,0.1108
939,12'h3AB,0.1875,1,0.1107
940,12'h3AC,0.7812,1,0.1108
941,12'h3AD,0.2812,1,0.1108
942,12'h3AE,0.5312,1,0.1109
943,12'h3AF,0.0312,1,0.1107
944,12'h3B0,0.9375,1,0.1108
945,12'h3B1,0.4688,1,0.1109
946,12'h3B2,0.6875,1,0.1108
947,12'h3B3,0.1875,1,0.1108
948,12'h3B4,0.8125,1,0.1107
949,12'h3B5,0.3438,1,0.1108
950,12'h3B6,0.5625,1,0.1106
951,12'h3B7,0.0625,1,0.1105
952,12'h3B8,0.8750,1,0.1107
953,12'h3B9,0.3750,1,0.1107
954,12'h3BA,0.6250,1,0.1108
955,12'h3BB,0.1250,1,0.1106
956,12'h3BC,0.7500,1,0.1108
957,12'h3BD,0.2812,1,0.1106
958,12'h3BE,0.5000,1,0.1107
959,12'h3BF,0.0000,0,0.1102
960,12'h3C0,0.9688,1,0.1100
961,12'h3C1,0.4688,1,0.1104
962,12'h3C2,0.7188,1,0.1105
963,12'h3C3,0.2500,1,0.1106
964,12'h3C4,0.8750,1,0.1106
965,12'h3C5,0.3750,1,0.1106
966,12'h3C6,0.6250,1,0.1107
967,12'h3C7,0.0938,1,0.1107
968,12'h3C8,0.9375,1,0.1106
969,12'h3C9,0.4062,1,0.1107
970,12'h3CA,0.6875,1,0.1107
971,12'h3CB,0.1875,1,0.1107
972,12'h3CC,0.8125,1,0.1107
973,12'h3CD,0.2812,1,0.1107
974,12'h3CE,0.5625,1,0.1107
975,12'h3CF,0.0625,1,0.1106
976,12'h3D0,0.9375,1,0.1105
977,12'h3D1,0.4688,1,0.1106
978,12'h3D2,0.6875,1,0.1107
979,12'h3D3,0.2188,1,0.1107
980,12'h3D4,0.8438,1,0.1107
981,12'h3D5,0.3438,1,0.1107
982,12'h3D6,0.5625,1,0.1106
983,12'h3D7,0.0625,1,0.1106
984,12'h3D8,0.8750,1,0.1107
985,12'h3D9,0.3750,1,0.1107
986,12'h3DA,0.6250,1,0.1106
987,12'h3DB,0.1562,1,0.1106
988,12'h3DC,0.7500,1,0.1106
989,12'h3DD,0.2812,1,0.1104
990,12'h3DE,0.5000,1,0.1102
991,12'h3DF,0.0000,0,0.1098
992,12'h3E0,0.9688,1,0.1104
993,12'h3E1,0.4688,1,0.1106
994,12'h3E2,0.7188,1,0.1106
995,12'h3E3,0.2188,1,0.1106
996,12'h3E4,0.8438,1,0.1107
997,12'h3E5,0.3438,1,0.1107
998,12'h3E6,0.5938,1,0.1109
999,12'h3E7,0.0938,1,0.1108
1000,12'h3E8,0.9062,1,0.1107
1001,12'h3E9,0.4062,1,0.1108
1002,12'h3EA,0.6562,1,0.1107
1003,12'h3EB,0.1562,1,0.1107
1004,12'h3EC,0.7812,1,0.1108
1005,12'h3ED,0.2812,1,0.1107
1006,12'h3EE,0.5312,1,0.1108
1007,12'h3EF,0.0312,1,0.1106
1008,12'h3F0,0.9375,1,0.1107
1009,12'h3F1,0.4375,1,0.1108
1010,12'h3F2,0.6875,1,0.1107
1011,12'h3F3,0.1875,1,0.1107
1012,12'h3F4,0.8125,1,0.1107
1013,12'h3F5,0.3125,1,0.1107
1014,12'h3F6,0.5625,1,0.1108
1015,12'h3F7,0.0625,1,0.1106
1016,12'h3F8,0.8750,1,0.1108
1017,12'h3F9,0.3750,1,0.1108
1018,12'h3FA,0.6250,1,0.1106
1019,12'h3FB,0.1250,1,0.1104
1020,12'h3FC,0.7500,1,0.1107
1021,12'h3FD,0.2500,1,0.1104
1022,12'h3FE,0.5000,1,0.1106
1023,12'h3FF,0.0000,0,0.1096
1024,12'h400,1.0000,1,0.1084
1025,12'h401,0.5000,1,0.1107
1026,12'h402,0.7500,1,0.1106
1027,12'h403,0.2500,1,0.1108
1028,12'h404,0.8750,1,0.1106
1029,12'h405,0.3750,1,0.1107
1030,12'h406,0.6250,1,0.1106
1031,12'h407,0.1250,1,0.1107
1032,12'h408,0.9375,1,0.1104
1033,12'h409,0.4062,1,0.1105
1034,12'h40A,0.6875,1,0.1107
1035,12'h40B,0.1875,1,0.1107
1036,12'h40C,0.8125,1,0.1107
1037,12'h40D,0.3125,1,0.1107
1038,12'h40E,0.5625,1,0.1108
1039,12'h40F,0.0625,1,0.1107
1040,12'h410,0.9688,1,0.1108
1041,12'h411,0.4688,1,0.1110
1042,12'h412,0.7188,1,0.1108
1043,12'h413,0.2188,1,0.1109
1044,12'h414,0.8438,1,0.1108
1045,12'h415,0.3438,1,0.1109
1046,12'h416,0.5938,1,0.1107
1047,12'h417,0.0938,1,0.1107
1048,12'h418,0.9062,1,0.1106
1049,12'h419,0.4062,1,0.1107
1050,12'h41A,0.6562,1,0.1108
1051,12'h41B,0.1562,1,0.1107
1052,12'h41C,0.7812,1,0.1107
1053,12'h41D,0.2812,1,0.1107
1054,12'h41E,0.5312,1,0.1107
1055,12'h41F,0.0312,1,0.1105
1056,12'h420,0.9688,1,0.1105
1057,12'h421,0.4688,1,0.1108
1058,12'h422,0.7188,1,0.1107
1059,12'h423,0.2500,1,0.1108
1060,12'h424,0.8438,1,0.1106
1061,12'h425,0.3750,1,0.1107
1062,12'h426,0.6250,1,0.1108
1063,12'h427,0.0938,1,0.1107
1064,12'h428,0.9375,1,0.1107
1065,12'h429,0.4062,1,0.1107
1066,12'h42A,0.6875,1,0.1108
1067,12'h42B,0.1875,1,0.1107
1068,12'h42C,0.8125,1,0.1108
1069,12'h42D,0.2812,1,0.1108
1070,12'h42E,0.5312,1,0.1110
1071,12'h42F,0.0312,1,0.1109
1072,12'h430,0.9375,1,0.1109
1073,12'h431,0.4688,1,0.1110
1074,12'h432,0.6875,1,0.1108
1075,12'h433,0.2188,1,0.1109
1076,12'h434,0.8438,1,0.1107
1077,12'h435,0.3438,1,0.1107
1078,12'h436,0.5625,1,0.1106
1079,12'h437,0.0625,1,0.1106
1080,12'h438,0.8750,1,0.1107
1081,12'h439,0.3750,1,0.1107
1082,12'h43A,0.6250,1,0.1107
1083,12'h43B,0.1562,1,0.1106
1084,12'h43C,0.7500,1,0.1108
1085,12'h43D,0.2812,1,0.1107
1086,12'h43E,0.5000,1,0.1108
1087,12'h43F,0.0000,0,0.1105
1088,12'h440,0.9688,1,0.1100
1089,12'h441,0.5000,1,0.1105
1090,12'h442,0.7188,1,0.1104
1091,12'h443,0.2500,1,0.1107
1092,12'h444,0.8750,1,0.1105
1093,12'h445,0.3750,1,0.1106
1094,12'h446,0.6250,1,0.1107
1095,12'h447,0.0938,1,0.1108
1096,12'h448,0.9375,1,0.1106
1097,12'h449,0.4062,1,0.1107
1098,12'h44A,0.6875,1,0.1107
1099,12'h44B,0.1875,1,0.1107
1100,12'h44C,0.8125,1,0.1107
1101,12'h44D,0.3125,1,0.1107
1102,12'h44E,0.5625,1,0.1108
1103,12'h44F,0.0625,1,0.1107
1104,12'h450,0.9688,1,0.1107
1105,12'h451,0.4688,1,0.1109
1106,12'h452,0.7188,1,0.1107
1107,12'h453,0.2188,1,0.1108
1108,12'h454,0.8438,1,0.1107
1109,12'h455,0.3438,1,0.1107
1110,12'h456,0.5938,1,0.1108
1111,12'h457,0.0625,1,0.1108
1112,12'h458,0.8750,1,0.1108
1113,12'h459,0.3750,1,0.1108
1114,12'h45A,0.6250,1,0.1107
1115,12'h45B,0.1562,1,0.1107
1116,12'h45C,0.7500,1,0.1106
1117,12'h45D,0.2812,1,0.1106
1118,12'h45E,0.5000,1,0.1106
1119,12'h45F,0.0000,0,0.1103
1120,12'h460,0.9688,1,0.1101
1121,12'h461,0.4688,1,0.1104
1122,12'h462,0.7188,1,0.1105
1123,12'h463,0.2188,1,0.1106
1124,12'h464,0.8438,1,0.1107
1125,12'h465,0.3750,1,0.1106
1126,12'h466,0.6250,1,0.1108
1127,12'h467,0.0938,1,0.1107
1128,12'h468,0.9375,1,0.1107
1129,12'h469,0.4062,1,0.1107
1130,12'h46A,0.6875,1,0.1108
1131,12'h46B,0.1562,1,0.1107
1132,12'h46C,0.7812,1,0.1108
1133,12'h46D,0.2812,1,0.1107
1134,12'h46E,0.5312,1,0.1107
1135,12'h46F,0.0312,1,0.1105
1136,12'h470,0.9375,1,0.1105
1137,12'h471,0.4688,1,0.1106
1138,12'h472,0.6875,1,0.1107
1139,12'h473,0.1875,1,0.1106
1140,12'h474,0.8125,1,0.1107
1141,12'h475,0.3438,1,0.1106
1142,12'h476,0.5625,1,0.1106
1143,12'h477,0.0625,1,0.1105
1144,12'h478,0.8750,1,0.1107
1145,12'h479,0.3750,1,0.1106
1146,12'h47A,0.6250,1,0.1106
1147,12'h47B,0.1250,1,0.1104
1148,12'h47C,0.7500,1,0.1106
1149,12'h47D,0.2812,1,0.1103
1150,12'h47E,0.5000,1,0.1102
1151,12'h47F,0.0000,0,0.1094
1152,12'h480,0.9688,1,0.1105
1153,12'h481,0.5000,1,0.1107
1154,12'h482,0.7500,1,0.1107
1155,12'h483,0.2500,1,0.1108
1156,12'h484,0.8750,1,0.1107
1157,12'h485,0.3750,1,0.1108
1158,12'h486,0.6250,1,0.1107
1159,12'h487,0.1250,1,0.1107
1160,12'h488,0.9375,1,0.1107
1161,12'h489,0.4062,1,0.1109
1162,12'h48A,0.6875,1,0.1107
1163,12'h48B,0.1875,1,0.1108
1164,12'h48C,0.8125,1,0.1107
1165,12'h48D,0.3125,1,0.1108
1166,12'h48E,0.5625,1,0.1105
1167,12'h48F,0.0625,1,0.1104
1168,12'h490,0.9688,1,0.1103
1169,12'h491,0.4688,1,0.1104
1170,12'h492,0.7188,1,0.1106
1171,12'h493,0.2188,1,0.1107
1172,12'h494,0.8438,1,0.1107
1173,12'h495,0.3438,1,0.1107
1174,12'h496,0.5938,1,0.1108
1175,12'h497,0.0938,1,0.1107
1176,12'h498,0.9062,1,0.1107
1177,12'h499,0.4062,1,0.1107
1178,12'h49A,0.6562,1,0.1108
1179,12'h49B,0.1562,1,0.1107
1180,12'h49C,0.7812,1,0.1108
1181,12'h49D,0.2812,1,0.1107
1182,12'h49E,0.5312,1,0.1108
1183,12'h49F,0.0312,1,0.1105
1184,12'h4A0,0.9688,1,0.1107
1185,12'h4A1,0.4688,1,0.1109
1186,12'h4A2,0.7188,1,0.1108
1187,12'h4A3,0.2500,1,0.1109
1188,12'h4A4,0.8438,1,0.1107
1189,12'h4A5,0.3750,1,0.1108
1190,12'h4A6,0.6250,1,0.1108
1191,12'h4A7,0.0938,1,0.1108
1192,12'h4A8,0.9375,1,0.1108
1193,12'h4A9,0.4062,1,0.1110
1194,12'h4AA,0.6875,1,0.1107
1195,12'h4AB,0.1875,1,0.1108
1196,12'h4AC,0.7812,1,0.1107
1197,12'h4AD,0.2812,1,0.1107
1198,12'h4AE,0.5312,1,0.1107
1199,12'h4AF,0.0312,1,0.1105
1200,12'h4B0,0.9375,1,0.1106
1201,12'h4B1,0.4688,1,0.1106
1202,12'h4B2,0.6875,1,0.1107
1203,12'h4B3,0.1875,1,0.1107
1204,12'h4B4,0.8438,1,0.1108
1205,12'h4B5,0.3438,1,0.1108
1206,12'h4B6,0.5625,1,0.1109
1207,12'h4B7,0.0625,1,0.1108
1208,12'h4B8,0.8750,1,0.1108
1209,12'h4B9,0.3750,1,0.1108
1210,12'h4BA,0.6250,1,0.1108
1211,12'h4BB,0.1250,1,0.1107
1212,12'h4BC,0.7500,1,0.1109
1213,12'h4BD,0.2812,1,0.1108
1214,12'h4BE,0.5000,1,0.1109
1215,12'h4BF,0.0000,0,0.1106
1216,12'h4C0,0.9688,1,0.1109
1217,12'h4C1,0.4688,1,0.1111
1218,12'h4C2,0.7188,1,0.1109
1219,12'h4C3,0.2500,1,0.1110
1220,12'h4C4,0.8750,1,0.1108
1221,12'h4C5,0.3750,1,0.1109
1222,12'h4C6,0.6250,1,0.1107
1223,12'h4C7,0.0938,1,0.1108
1224,12'h4C8,0.9375,1,0.1107
1225,12'h4C9,0.4062,1,0.1108
1226,12'h4CA,0.6875,1,0.1107
1227,12'h4CB,0.1875,1,0.1108
1228,12'h4CC,0.8125,1,0.1107
1229,12'h4CD,0.3125,1,0.1108
1230,12'h4CE,0.5625,1,0.1108
1231,12'h4CF,0.0625,1,0.1107
1232,12'h4D0,0.9688,1,0.1107
1233,12'h4D1,0.4688,1,0.1109
1234,12'h4D2,0.7188,1,0.1107
1235,12'h4D3,0.2188,1,0.1108
1236,12'h4D4,0.8438,1,0.1107
1237,12'h4D5,0.3438,1,0.1107
1238,12'h4D6,0.5938,1,0.1108
1239,12'h4D7,0.0625,1,0.1107
1240,12'h4D8,0.8750,1,0.1108
1241,12'h4D9,0.3750,1,0.1108
1242,12'h4DA,0.6250,1,0.1109
1243,12'h4DB,0.1562,1,0.1108
1244,12'h4DC,0.7500,1,0.1110
1245,12'h4DD,0.2812,1,0.1109
1246,12'h4DE,0.5000,1,0.1111
1247,12'h4DF,0.0000,0,0.1109
1248,12'h4E0,0.9688,1,0.1108
1249,12'h4E1,0.4688,1,0.1110
1250,12'h4E2,0.7188,1,0.1108
1251,12'h4E3,0.2188,1,0.1109
1252,12'h4E4,0.8438,1,0.1108
1253,12'h4E5,0.3438,1,0.1109
1254,12'h4E6,0.6250,1,0.1107
1255,12'h4E7,0.0938,1,0.1107
1256,12'h4E8,0.9062,1,0.1106
1257,12'h4E9,0.4062,1,0.1107
1258,12'h4EA,0.6562,1,0.1107
1259,12'h4EB,0.1562,1,0.1108
1260,12'h4EC,0.7812,1,0.1107
1261,12'h4ED,0.2812,1,0.1107
1262,12'h4EE,0.5312,1,0.1107
1263,12'h4EF,0.0312,1,0.1105
1264,12'h4F0,0.9375,1,0.1106
1265,12'h4F1,0.4375,1,0.1107
1266,12'h4F2,0.6875,1,0.1107
1267,12'h4F3,0.1875,1,0.1107
1268,12'h4F4,0.8125,1,0.1108
1269,12'h4F5,0.3125,1,0.1107
1270,12'h4F6,0.5625,1,0.1107
1271,12'h4F7,0.0625,1,0.1105
1272,12'h4F8,0.8750,1,0.1108
1273,12'h4F9,0.3750,1,0.1108
1274,12'h4FA,0.6250,1,0.1110
1275,12'h4FB,0.1250,1,0.1108
1276,12'h4FC,0.7500,1,0.1110
1277,12'h4FD,0.2500,1,0.1109
1278,12'h4FE,0.5000,1,0.1110
1279,12'h4FF,0.0000,0,0.1108
1280,12'h500,0.9688,1,0.1108
1281,12'h501,0.5000,1,0.1110
1282,12'h502,0.7500,1,0.1109
1283,12'h503,0.2500,1,0.1110
1284,12'h504,0.8750,1,0.1109
1285,12'h505,0.3750,1,0.1110
1286,12'h506,0.6250,1,0.1108
1287,12'h507,0.1250,1,0.1108
1288,12'h508,0.9375,1,0.1106
1289,12'h509,0.4062,1,0.1108
1290,12'h50A,0.6875,1,0.1107
1291,12'h50B,0.1875,1,0.1108
1292,12'h50C,0.8125,1,0.1107
1293,12'h50D,0.3125,1,0.1108
1294,12'h50E,0.5625,1,0.1107
1295,12'h50F,0.0625,1,0.1106
1296,12'h510,0.9688,1,0.1104
1297,12'h511,0.4688,1,0.1107
1298,12'h512,0.7188,1,0.1107
1299,12'h513,0.2188,1,0.1107
1300,12'h514,0.8438,1,0.1107
1301,12'h515,0.3438,1,0.1107
1302,12'h516,0.5938,1,0.1107
1303,12'h517,0.0938,1,0.1106
1304,12'h518,0.9062,1,0.1106
1305,12'h519,0.4062,1,0.1106
1306,12'h51A,0.6562,1,0.1109
1307,12'h51B,0.1562,1,0.1108
1308,12'h51C,0.7812,1,0.1109
1309,12'h51D,0.2812,1,0.1108
1310,12'h51E,0.5312,1,0.1109
1311,12'h51F,0.0312,1,0.1107
1312,12'h520,0.9688,1,0.1109
1313,12'h521,0.4688,1,0.1111
1314,12'h522,0.7188,1,0.1109
1315,12'h523,0.2500,1,0.1110
1316,12'h524,0.8438,1,0.1107
1317,12'h525,0.3750,1,0.1108
1318,12'h526,0.6250,1,0.1107
1319,12'h527,0.0938,1,0.1107
1320,12'h528,0.9375,1,0.1107
1321,12'h529,0.4062,1,0.1108
1322,12'h52A,0.6875,1,0.1107
1323,12'h52B,0.1875,1,0.1108
1324,12'h52C,0.7812,1,0.1108
1325,12'h52D,0.2812,1,0.1107
1326,12'h52E,0.5312,1,0.1108
1327,12'h52F,0.0312,1,0.1107
1328,12'h530,0.9375,1,0.1107
1329,12'h531,0.4688,1,0.1109
1330,12'h532,0.6875,1,0.1108
1331,12'h533,0.2188,1,0.1108
1332,12'h534,0.8438,1,0.1108
1333,12'h535,0.3438,1,0.1107
1334,12'h536,0.5625,1,0.1109
1335,12'h537,0.0625,1,0.1107
1336,12'h538,0.8750,1,0.1108
1337,12'h539,0.3750,1,0.1108
1338,12'h53A,0.6250,1,0.1109
1339,12'h53B,0.1250,1,0.1108
1340,12'h53C,0.7500,1,0.1110
1341,12'h53D,0.2812,1,0.1109
1342,12'h53E,0.5000,1,0.1111
1343,12'h53F,0.0000,0,0.1109
1344,12'h540,0.9688,1,0.1107
1345,12'h541,0.5000,1,0.1110
1346,12'h542,0.7188,1,0.1108
1347,12'h543,0.2500,1,0.1109
1348,12'h544,0.8750,1,0.1107
1349,12'h545,0.3750,1,0.1108
1350,12'h546,0.6250,1,0.1108
1351,12'h547,0.0938,1,0.1108
1352,12'h548,0.9375,1,0.1108
1353,12'h549,0.4062,1,0.1110
1354,12'h54A,0.6875,1,0.1108
1355,12'h54B,0.1875,1,0.1109
1356,12'h54C,0.8125,1,0.1107
1357,12'h54D,0.3125,1,0.1108
1358,12'h54E,0.5625,1,0.1107
1359,12'h54F,0.0625,1,0.1106
1360,12'h550,0.9688,1,0.1104
1361,12'h551,0.4688,1,0.1106
1362,12'h552,0.7188,1,0.1107
1363,12'h553,0.2188,1,0.1107
1364,12'h554,0.8438,1,0.1108
1365,12'h555,0.3438,1,0.1107
1366,12'h556,0.5938,1,0.1109
1367,12'h557,0.0625,1,0.1108
1368,12'h558,0.8750,1,0.1108
1369,12'h559,0.3750,1,0.1108
1370,12'h55A,0.6250,1,0.1108
1371,12'h55B,0.1562,1,0.1107
1372,12'h55C,0.7500,1,0.1109
1373,12'h55D,0.2812,1,0.1108
1374,12'h55E,0.5000,1,0.1109
1375,12'h55F,0.0000,0,0.1106
1376,12'h560,0.9688,1,0.1105
1377,12'h561,0.4688,1,0.1107
1378,12'h562,0.7188,1,0.1107
