Seed(Dec),Seed(Hex),Average Error,Absolute Highest Error,Correlation Score
2038,12'h7F6,0.5625,1,0.1305
2039,12'h7F7,0.0625,1,0.1304
2040,12'h7F8,0.8750,1,0.1305
2041,12'h7F9,0.3750,1,0.1305
2042,12'h7FA,0.6250,1,0.1305
2043,12'h7FB,0.1250,1,0.1305
2044,12'h7FC,0.7500,1,0.1306
2045,12'h7FD,0.2500,1,0.1305
2046,12'h7FE,0.5000,1,0.1306
2047,12'h7FF,0.0000,0,0.1302
2048,12'h800,0.9688,1,0.1305
2049,12'h801,0.4688,1,0.1307
2050,12'h802,0.7188,1,0.1306
2051,12'h803,0.2188,1,0.1306
2052,12'h804,0.8438,1,0.1305
2053,12'h805,0.3438,1,0.1306
2054,12'h806,0.5938,1,0.1305
2055,12'h807,0.0938,1,0.1305
2056,12'h808,0.9062,1,0.1305
2057,12'h809,0.4062,1,0.1306
2058,12'h80A,0.6562,1,0.1305
2059,12'h80B,0.1562,1,0.1306
2060,12'h80C,0.7812,1,0.1305
2061,12'h80D,0.2812,1,0.1306
2062,12'h80E,0.5312,1,0.1304
2063,12'h80F,0.0312,1,0.1303
2064,12'h810,0.9375,1,0.1303
2065,12'h811,0.4375,1,0.1304
2066,12'h812,0.6875,1,0.1305
2067,12'h813,0.1875,1,0.1305
2068,12'h814,0.8125,1,0.1305
2069,12'h815,0.3125,1,0.1305
2070,12'h816,0.5625,1,0.1306
2071,12'h817,0.0625,1,0.1305
2072,12'h818,0.8750,1,0.1305
2073,12'h819,0.3750,1,0.1305
2074,12'h81A,0.6250,1,0.1306
2075,12'h81B,0.1250,1,0.1305
2076,12'h81C,0.7500,1,0.1306
2077,12'h81D,0.2500,1,0.1306
2078,12'h81E,0.5000,1,0.1306
2079,12'h81F,0.0000,0,0.1304
2080,12'h820,0.9688,1,0.1305
2081,12'h821,0.4688,1,0.1307
2082,12'h822,0.7188,1,0.1305
2083,12'h823,0.2188,1,0.1306
2084,12'h824,0.8438,1,0.1305
2085,12'h825,0.3438,1,0.1306
2086,12'h826,0.5938,1,0.1306
2087,12'h827,0.0938,1,0.1306
2088,12'h828,0.9062,1,0.1306
2089,12'h829,0.4062,1,0.1307
2090,12'h82A,0.6562,1,0.1305
2091,12'h82B,0.1562,1,0.1306
2092,12'h82C,0.7812,1,0.1305
2093,12'h82D,0.2812,1,0.1305
2094,12'h82E,0.5312,1,0.1304
2095,12'h82F,0.0312,1,0.1303
2096,12'h830,0.9375,1,0.1304
2097,12'h831,0.4375,1,0.1304
2098,12'h832,0.6875,1,0.1305
2099,12'h833,0.1875,1,0.1305
2100,12'h834,0.8125,1,0.1306
2101,12'h835,0.3125,1,0.1305
2102,12'h836,0.5625,1,0.1307
2103,12'h837,0.0625,1,0.1306
2104,12'h838,0.8750,1,0.1305
2105,12'h839,0.3750,1,0.1306
2106,12'h83A,0.6250,1,0.1305
2107,12'h83B,0.1250,1,0.1305
2108,12'h83C,0.7500,1,0.1306
2109,12'h83D,0.2500,1,0.1305
2110,12'h83E,0.5000,1,0.1307
2111,12'h83F,0.0000,0,0.1305
2112,12'h840,0.9688,1,0.1306
2113,12'h841,0.4688,1,0.1308
2114,12'h842,0.7188,1,0.1306
2115,12'h843,0.2188,1,0.1307
2116,12'h844,0.8438,1,0.1305
2117,12'h845,0.3438,1,0.1306
2118,12'h846,0.5938,1,0.1305
2119,12'h847,0.0938,1,0.1305
2120,12'h848,0.9062,1,0.1305
2121,12'h849,0.4062,1,0.1306
2122,12'h84A,0.6562,1,0.1305
2123,12'h84B,0.1562,1,0.1305
2124,12'h84C,0.7812,1,0.1305
2125,12'h84D,0.2812,1,0.1305
2126,12'h84E,0.5312,1,0.1305
2127,12'h84F,0.0312,1,0.1305
2128,12'h850,0.9375,1,0.1304
2129,12'h851,0.4375,1,0.1306
2130,12'h852,0.6875,1,0.1305
2131,12'h853,0.1875,1,0.1305
2132,12'h854,0.8125,1,0.1305
2133,12'h855,0.3125,1,0.1305
2134,12'h856,0.5625,1,0.1306
2135,12'h857,0.0625,1,0.1305
2136,12'h858,0.8750,1,0.1305
2137,12'h859,0.3750,1,0.1305
2138,12'h85A,0.6250,1,0.1306
2139,12'h85B,0.1250,1,0.1305
2140,12'h85C,0.7500,1,0.1307
2141,12'h85D,0.2500,1,0.1306
2142,12'h85E,0.5000,1,0.1308
2143,12'h85F,0.0000,0,0.1306
2144,12'h860,0.9688,1,0.1305
2145,12'h861,0.4688,1,0.1307
2146,12'h862,0.7188,1,0.1306
2147,12'h863,0.2188,1,0.1306
2148,12'h864,0.8438,1,0.1305
2149,12'h865,0.3438,1,0.1307
2150,12'h866,0.5938,1,0.1305
2151,12'h867,0.0938,1,0.1305
2152,12'h868,0.9062,1,0.1305
2153,12'h869,0.4062,1,0.1305
2154,12'h86A,0.6562,1,0.1305
2155,12'h86B,0.1562,1,0.1305
2156,12'h86C,0.7812,1,0.1305
2157,12'h86D,0.2812,1,0.1305
2158,12'h86E,0.5312,1,0.1305
2159,12'h86F,0.0312,1,0.1304
2160,12'h870,0.9375,1,0.1304
2161,12'h871,0.4375,1,0.1305
2162,12'h872,0.6875,1,0.1305
2163,12'h873,0.1875,1,0.1305
2164,12'h874,0.8125,1,0.1305
2165,12'h875,0.3125,1,0.1305
2166,12'h876,0.5625,1,0.1305
2167,12'h877,0.0625,1,0.1304
2168,12'h878,0.8750,1,0.1305
2169,12'h879,0.3750,1,0.1305
2170,12'h87A,0.6250,1,0.1307
2171,12'h87B,0.1250,1,0.1306
2172,12'h87C,0.7500,1,0.1307
2173,12'h87D,0.2500,1,0.1306
2174,12'h87E,0.5000,1,0.1307
2175,12'h87F,0.0000,0,0.1306
2176,12'h880,0.9688,1,0.1302
2177,12'h881,0.4688,1,0.1306
2178,12'h882,0.7188,1,0.1305
2179,12'h883,0.2188,1,0.1306
2180,12'h884,0.8438,1,0.1305
2181,12'h885,0.3438,1,0.1305
2182,12'h886,0.5938,1,0.1305
2183,12'h887,0.0938,1,0.1305
2184,12'h888,0.9062,1,0.1304
2185,12'h889,0.4062,1,0.1304
2186,12'h88A,0.6562,1,0.1306
2187,12'h88B,0.1562,1,0.1305
2188,12'h88C,0.7812,1,0.1306
2189,12'h88D,0.2812,1,0.1305
2190,12'h88E,0.5312,1,0.1307
2191,12'h88F,0.0312,1,0.1305
2192,12'h890,0.9375,1,0.1306
2193,12'h891,0.4375,1,0.1307
2194,12'h892,0.6875,1,0.1305
2195,12'h893,0.1875,1,0.1306
2196,12'h894,0.8125,1,0.1305
2197,12'h895,0.3125,1,0.1306
2198,12'h896,0.5625,1,0.1304
2199,12'h897,0.0625,1,0.1304
2200,12'h898,0.8750,1,0.1305
2201,12'h899,0.3750,1,0.1305
2202,12'h89A,0.6250,1,0.1305
2203,12'h89B,0.1250,1,0.1305
2204,12'h89C,0.7500,1,0.1305
2205,12'h89D,0.2500,1,0.1305
2206,12'h89E,0.5000,1,0.1305
2207,12'h89F,0.0000,0,0.1303
2208,12'h8A0,0.9688,1,0.1303
2209,12'h8A1,0.4688,1,0.1306
2210,12'h8A2,0.7188,1,0.1305
2211,12'h8A3,0.2188,1,0.1305
2212,12'h8A4,0.8438,1,0.1305
2213,12'h8A5,0.3438,1,0.1305
2214,12'h8A6,0.5938,1,0.1306
2215,12'h8A7,0.0938,1,0.1305
2216,12'h8A8,0.9062,1,0.1304
2217,12'h8A9,0.4062,1,0.1305
2218,12'h8AA,0.6562,1,0.1306
2219,12'h8AB,0.1562,1,0.1305
2220,12'h8AC,0.7812,1,0.1306
2221,12'h8AD,0.2812,1,0.1306
2222,12'h8AE,0.5312,1,0.1307
2223,12'h8AF,0.0312,1,0.1306
2224,12'h8B0,0.9375,1,0.1306
2225,12'h8B1,0.4375,1,0.1307
2226,12'h8B2,0.6875,1,0.1306
2227,12'h8B3,0.1875,1,0.1306
2228,12'h8B4,0.8125,1,0.1305
2229,12'h8B5,0.3125,1,0.1305
2230,12'h8B6,0.5625,1,0.1305
2231,12'h8B7,0.0625,1,0.1304
2232,12'h8B8,0.8750,1,0.1305
2233,12'h8B9,0.3750,1,0.1305
2234,12'h8BA,0.6250,1,0.1305
2235,12'h8BB,0.1250,1,0.1305
2236,12'h8BC,0.7500,1,0.1306
2237,12'h8BD,0.2500,1,0.1304
2238,12'h8BE,0.5000,1,0.1306
2239,12'h8BF,0.0000,0,0.1302
2240,12'h8C0,0.9688,1,0.1301
2241,12'h8C1,0.4688,1,0.1305
2242,12'h8C2,0.7188,1,0.1305
2243,12'h8C3,0.2188,1,0.1305
2244,12'h8C4,0.8438,1,0.1305
2245,12'h8C5,0.3438,1,0.1305
2246,12'h8C6,0.5938,1,0.1306
2247,12'h8C7,0.0938,1,0.1305
2248,12'h8C8,0.9062,1,0.1305
2249,12'h8C9,0.4062,1,0.1305
2250,12'h8CA,0.6562,1,0.1305
2251,12'h8CB,0.1562,1,0.1305
2252,12'h8CC,0.7812,1,0.1305
2253,12'h8CD,0.2812,1,0.1305
2254,12'h8CE,0.5312,1,0.1306
2255,12'h8CF,0.0312,1,0.1305
2256,12'h8D0,0.9375,1,0.1305
2257,12'h8D1,0.4375,1,0.1306
2258,12'h8D2,0.6875,1,0.1305
2259,12'h8D3,0.1875,1,0.1305
2260,12'h8D4,0.8125,1,0.1305
2261,12'h8D5,0.3125,1,0.1305
2262,12'h8D6,0.5625,1,0.1305
2263,12'h8D7,0.0625,1,0.1305
2264,12'h8D8,0.8750,1,0.1306
2265,12'h8D9,0.3750,1,0.1306
2266,12'h8DA,0.6250,1,0.1305
2267,12'h8DB,0.1250,1,0.1305
2268,12'h8DC,0.7500,1,0.1305
2269,12'h8DD,0.2500,1,0.1304
2270,12'h8DE,0.5000,1,0.1304
2271,12'h8DF,0.0000,0,0.1302
2272,12'h8E0,0.9688,1,0.1302
2273,12'h8E1,0.4688,1,0.1304
2274,12'h8E2,0.7188,1,0.1305
2275,12'h8E3,0.2188,1,0.1305
2276,12'h8E4,0.8438,1,0.1305
2277,12'h8E5,0.3438,1,0.1305
2278,12'h8E6,0.5938,1,0.1306
2279,12'h8E7,0.0938,1,0.1305
2280,12'h8E8,0.9062,1,0.1305
2281,12'h8E9,0.4062,1,0.1305
2282,12'h8EA,0.6562,1,0.1305
2283,12'h8EB,0.1562,1,0.1305
2284,12'h8EC,0.7812,1,0.1306
2285,12'h8ED,0.2812,1,0.1305
2286,12'h8EE,0.5312,1,0.1306
2287,12'h8EF,0.0312,1,0.1305
2288,12'h8F0,0.9375,1,0.1305
2289,12'h8F1,0.4375,1,0.1306
2290,12'h8F2,0.6875,1,0.1305
2291,12'h8F3,0.1875,1,0.1306
2292,12'h8F4,0.8125,1,0.1305
2293,12'h8F5,0.3125,1,0.1306
2294,12'h8F6,0.5625,1,0.1305
2295,12'h8F7,0.0625,1,0.1306
2296,12'h8F8,0.8750,1,0.1306
2297,12'h8F9,0.3750,1,0.1306
2298,12'h8FA,0.6250,1,0.1305
2299,12'h8FB,0.1250,1,0.1306
2300,12'h8FC,0.7500,1,0.1306
2301,12'h8FD,0.2500,1,0.1306
2302,12'h8FE,0.5000,1,0.1305
2303,12'h8FF,0.0000,0,0.1303
2304,12'h900,0.9688,1,0.1302
2305,12'h901,0.4688,1,0.1305
2306,12'h902,0.7188,1,0.1306
2307,12'h903,0.2188,1,0.1305
2308,12'h904,0.8438,1,0.1306
2309,12'h905,0.3438,1,0.1305
2310,12'h906,0.5938,1,0.1306
2311,12'h907,0.0938,1,0.1305
2312,12'h908,0.9062,1,0.1305
2313,12'h909,0.4062,1,0.1305
2314,12'h90A,0.6562,1,0.1305
2315,12'h90B,0.1562,1,0.1305
2316,12'h90C,0.7812,1,0.1306
2317,12'h90D,0.2812,1,0.1305
2318,12'h90E,0.5312,1,0.1306
2319,12'h90F,0.0312,1,0.1304
2320,12'h910,0.9375,1,0.1306
2321,12'h911,0.4375,1,0.1306
2322,12'h912,0.6875,1,0.1306
2323,12'h913,0.1875,1,0.1306
2324,12'h914,0.8125,1,0.1305
2325,12'h915,0.3125,1,0.1306
2326,12'h916,0.5625,1,0.1305
2327,12'h917,0.0625,1,0.1305
2328,12'h918,0.8750,1,0.1306
2329,12'h919,0.3750,1,0.1306
2330,12'h91A,0.6250,1,0.1305
2331,12'h91B,0.1250,1,0.1305
2332,12'h91C,0.7500,1,0.1306
2333,12'h91D,0.2500,1,0.1305
2334,12'h91E,0.5000,1,0.1305
2335,12'h91F,0.0000,0,0.1303
2336,12'h920,0.9688,1,0.1302
2337,12'h921,0.4688,1,0.1304
2338,12'h922,0.7188,1,0.1305
2339,12'h923,0.2188,1,0.1305
2340,12'h924,0.8438,1,0.1305
2341,12'h925,0.3438,1,0.1305
2342,12'h926,0.5938,1,0.1306
2343,12'h927,0.0938,1,0.1306
2344,12'h928,0.9062,1,0.1305
2345,12'h929,0.4062,1,0.1305
2346,12'h92A,0.6562,1,0.1305
2347,12'h92B,0.1562,1,0.1305
2348,12'h92C,0.7812,1,0.1305
2349,12'h92D,0.2812,1,0.1305
2350,12'h92E,0.5312,1,0.1306
2351,12'h92F,0.0312,1,0.1305
2352,12'h930,0.9375,1,0.1305
2353,12'h931,0.4375,1,0.1306
2354,12'h932,0.6875,1,0.1305
2355,12'h933,0.1875,1,0.1305
2356,12'h934,0.8125,1,0.1305
2357,12'h935,0.3125,1,0.1305
2358,12'h936,0.5625,1,0.1305
2359,12'h937,0.0625,1,0.1305
2360,12'h938,0.8750,1,0.1306
2361,12'h939,0.3750,1,0.1306
2362,12'h93A,0.6250,1,0.1305
2363,12'h93B,0.1250,1,0.1305
2364,12'h93C,0.7500,1,0.1305
2365,12'h93D,0.2500,1,0.1305
2366,12'h93E,0.5000,1,0.1304
2367,12'h93F,0.0000,0,0.1301
2368,12'h940,0.9688,1,0.1302
2369,12'h941,0.4688,1,0.1306
2370,12'h942,0.7188,1,0.1305
2371,12'h943,0.2188,1,0.1306
2372,12'h944,0.8438,1,0.1305
2373,12'h945,0.3438,1,0.1305
2374,12'h946,0.5938,1,0.1305
2375,12'h947,0.0938,1,0.1305
2376,12'h948,0.9062,1,0.1304
2377,12'h949,0.4062,1,0.1304
2378,12'h94A,0.6562,1,0.1306
2379,12'h94B,0.1562,1,0.1305
2380,12'h94C,0.7812,1,0.1306
2381,12'h94D,0.2812,1,0.1305
2382,12'h94E,0.5312,1,0.1307
2383,12'h94F,0.0312,1,0.1306
2384,12'h950,0.9375,1,0.1306
2385,12'h951,0.4375,1,0.1307
2386,12'h952,0.6875,1,0.1306
2387,12'h953,0.1875,1,0.1306
2388,12'h954,0.8125,1,0.1305
2389,12'h955,0.3125,1,0.1306
2390,12'h956,0.5625,1,0.1305
2391,12'h957,0.0625,1,0.1305
2392,12'h958,0.8750,1,0.1305
2393,12'h959,0.3750,1,0.1305
2394,12'h95A,0.6250,1,0.1305
2395,12'h95B,0.1250,1,0.1305
2396,12'h95C,0.7500,1,0.1305
2397,12'h95D,0.2500,1,0.1304
2398,12'h95E,0.5000,1,0.1305
2399,12'h95F,0.0000,0,0.1303
2400,12'h960,0.9688,1,0.1303
2401,12'h961,0.4688,1,0.1305
2402,12'h962,0.7188,1,0.1305
2403,12'h963,0.2188,1,0.1305
2404,12'h964,0.8438,1,0.1305
2405,12'h965,0.3438,1,0.1305
2406,12'h966,0.5938,1,0.1305
2407,12'h967,0.0938,1,0.1304
2408,12'h968,0.9062,1,0.1305
2409,12'h969,0.4062,1,0.1305
2410,12'h96A,0.6562,1,0.1306
2411,12'h96B,0.1562,1,0.1305
2412,12'h96C,0.7812,1,0.1306
2413,12'h96D,0.2812,1,0.1305
2414,12'h96E,0.5312,1,0.1307
2415,12'h96F,0.0312,1,0.1306
2416,12'h970,0.9375,1,0.1305
2417,12'h971,0.4375,1,0.1306
2418,12'h972,0.6875,1,0.1305
2419,12'h973,0.1875,1,0.1306
2420,12'h974,0.8125,1,0.1305
2421,12'h975,0.3125,1,0.1306
2422,12'h976,0.5625,1,0.1304
2423,12'h977,0.0625,1,0.1304
2424,12'h978,0.8750,1,0.1305
2425,12'h979,0.3750,1,0.1305
2426,12'h97A,0.6250,1,0.1305
2427,12'h97B,0.1250,1,0.1305
2428,12'h97C,0.7500,1,0.1306
2429,12'h97D,0.2500,1,0.1305
2430,12'h97E,0.5000,1,0.1306
2431,12'h97F,0.0000,0,0.1302
2432,12'h980,0.9688,1,0.1306
2433,12'h981,0.4688,1,0.1308
2434,12'h982,0.7188,1,0.1306
2435,12'h983,0.2188,1,0.1307
2436,12'h984,0.8438,1,0.1306
2437,12'h985,0.3438,1,0.1307
2438,12'h986,0.5938,1,0.1305
2439,12'h987,0.0938,1,0.1305
2440,12'h988,0.9062,1,0.1305
2441,12'h989,0.4062,1,0.1306
2442,12'h98A,0.6562,1,0.1305
2443,12'h98B,0.1562,1,0.1305
2444,12'h98C,0.7812,1,0.1305
2445,12'h98D,0.2812,1,0.1305
2446,12'h98E,0.5312,1,0.1305
2447,12'h98F,0.0312,1,0.1304
2448,12'h990,0.9375,1,0.1304
2449,12'h991,0.4375,1,0.1305
2450,12'h992,0.6875,1,0.1305
2451,12'h993,0.1875,1,0.1305
2452,12'h994,0.8125,1,0.1305
2453,12'h995,0.3125,1,0.1305
2454,12'h996,0.5625,1,0.1305
2455,12'h997,0.0625,1,0.1304
2456,12'h998,0.8750,1,0.1305
2457,12'h999,0.3750,1,0.1305
2458,12'h99A,0.6250,1,0.1306
2459,12'h99B,0.1250,1,0.1305
2460,12'h99C,0.7500,1,0.1306
2461,12'h99D,0.2500,1,0.1306
2462,12'h99E,0.5000,1,0.1307
2463,12'h99F,0.0000,0,0.1305
2464,12'h9A0,0.9688,1,0.1306
2465,12'h9A1,0.4688,1,0.1308
2466,12'h9A2,0.7188,1,0.1306
2467,12'h9A3,0.2188,1,0.1307
2468,12'h9A4,0.8438,1,0.1305
2469,12'h9A5,0.3438,1,0.1306
2470,12'h9A6,0.5938,1,0.1305
2471,12'h9A7,0.0938,1,0.1305
2472,12'h9A8,0.9062,1,0.1305
2473,12'h9A9,0.4062,1,0.1306
2474,12'h9AA,0.6562,1,0.1305
2475,12'h9AB,0.1562,1,0.1305
2476,12'h9AC,0.7812,1,0.1305
2477,12'h9AD,0.2812,1,0.1305
2478,12'h9AE,0.5312,1,0.1305
2479,12'h9AF,0.0312,1,0.1304
2480,12'h9B0,0.9375,1,0.1305
2481,12'h9B1,0.4375,1,0.1306
2482,12'h9B2,0.6875,1,0.1305
2483,12'h9B3,0.1875,1,0.1305
2484,12'h9B4,0.8125,1,0.1305
2485,12'h9B5,0.3125,1,0.1305
2486,12'h9B6,0.5625,1,0.1306
2487,12'h9B7,0.0625,1,0.1305
2488,12'h9B8,0.8750,1,0.1305
2489,12'h9B9,0.3750,1,0.1305
2490,12'h9BA,0.6250,1,0.1306
2491,12'h9BB,0.1250,1,0.1305
2492,12'h9BC,0.7500,1,0.1307
2493,12'h9BD,0.2500,1,0.1306
2494,12'h9BE,0.5000,1,0.1308
2495,12'h9BF,0.0000,0,0.1306
2496,12'h9C0,0.9688,1,0.1305
2497,12'h9C1,0.4688,1,0.1307
2498,12'h9C2,0.7188,1,0.1305
2499,12'h9C3,0.2188,1,0.1306
2500,12'h9C4,0.8438,1,0.1305
2501,12'h9C5,0.3438,1,0.1306
2502,12'h9C6,0.5938,1,0.1306
2503,12'h9C7,0.0938,1,0.1306
2504,12'h9C8,0.9062,1,0.1306
2505,12'h9C9,0.4062,1,0.1307
2506,12'h9CA,0.6562,1,0.1305
2507,12'h9CB,0.1562,1,0.1306
2508,12'h9CC,0.7812,1,0.1305
2509,12'h9CD,0.2812,1,0.1305
2510,12'h9CE,0.5312,1,0.1304
2511,12'h9CF,0.0312,1,0.1304
2512,12'h9D0,0.9375,1,0.1303
2513,12'h9D1,0.4375,1,0.1304
2514,12'h9D2,0.6875,1,0.1305
2515,12'h9D3,0.1875,1,0.1305
2516,12'h9D4,0.8125,1,0.1306
2517,12'h9D5,0.3125,1,0.1305
2518,12'h9D6,0.5625,1,0.1307
2519,12'h9D7,0.0625,1,0.1306
2520,12'h9D8,0.8750,1,0.1305
2521,12'h9D9,0.3750,1,0.1306
2522,12'h9DA,0.6250,1,0.1305
2523,12'h9DB,0.1250,1,0.1305
2524,12'h9DC,0.7500,1,0.1306
2525,12'h9DD,0.2500,1,0.1305
2526,12'h9DE,0.5000,1,0.1307
2527,12'h9DF,0.0000,0,0.1305
2528,12'h9E0,0.9688,1,0.1305
2529,12'h9E1,0.4688,1,0.1306
2530,12'h9E2,0.7188,1,0.1306
2531,12'h9E3,0.2188,1,0.1306
2532,12'h9E4,0.8438,1,0.1305
2533,12'h9E5,0.3438,1,0.1306
2534,12'h9E6,0.5938,1,0.1305
2535,12'h9E7,0.0938,1,0.1305
2536,12'h9E8,0.9062,1,0.1306
2537,12'h9E9,0.4062,1,0.1306
2538,12'h9EA,0.6562,1,0.1305
2539,12'h9EB,0.1562,1,0.1305
2540,12'h9EC,0.7812,1,0.1305
2541,12'h9ED,0.2812,1,0.1305
2542,12'h9EE,0.5312,1,0.1304
2543,12'h9EF,0.0312,1,0.1303
2544,12'h9F0,0.9375,1,0.1304
2545,12'h9F1,0.4375,1,0.1304
2546,12'h9F2,0.6875,1,0.1306
2547,12'h9F3,0.1875,1,0.1305
2548,12'h9F4,0.8125,1,0.1306
2549,12'h9F5,0.3125,1,0.1305
2550,12'h9F6,0.5625,1,0.1307
2551,12'h9F7,0.0625,1,0.1305
2552,12'h9F8,0.8750,1,0.1305
2553,12'h9F9,0.3750,1,0.1305
2554,12'h9FA,0.6250,1,0.1306
2555,12'h9FB,0.1250,1,0.1305
2556,12'h9FC,0.7500,1,0.1306
2557,12'h9FD,0.2500,1,0.1306
2558,12'h9FE,0.5000,1,0.1306
2559,12'h9FF,0.0000,0,0.1304
2560,12'hA00,0.9688,1,0.1305
2561,12'hA01,0.4688,1,0.1307
2562,12'hA02,0.7188,1,0.1306
2563,12'hA03,0.2188,1,0.1306
2564,12'hA04,0.8438,1,0.1305
2565,12'hA05,0.3438,1,0.1306
2566,12'hA06,0.5938,1,0.1306
2567,12'hA07,0.0938,1,0.1306
2568,12'hA08,0.9062,1,0.1306
2569,12'hA09,0.4062,1,0.1307
2570,12'hA0A,0.6562,1,0.1305
2571,12'hA0B,0.1562,1,0.1306
2572,12'hA0C,0.7812,1,0.1305
2573,12'hA0D,0.2812,1,0.1305
2574,12'hA0E,0.5312,1,0.1304
2575,12'hA0F,0.0312,1,0.1304
2576,12'hA10,0.9375,1,0.1303
2577,12'hA11,0.4375,1,0.1304
2578,12'hA12,0.6875,1,0.1305
2579,12'hA13,0.1875,1,0.1305
2580,12'hA14,0.8125,1,0.1305
2581,12'hA15,0.3125,1,0.1305
2582,12'hA16,0.5625,1,0.1306
2583,12'hA17,0.0625,1,0.1306
2584,12'hA18,0.8750,1,0.1305
2585,12'hA19,0.3750,1,0.1306
2586,12'hA1A,0.6250,1,0.1305
2587,12'hA1B,0.1250,1,0.1305
2588,12'hA1C,0.7500,1,0.1306
2589,12'hA1D,0.2500,1,0.1305
2590,12'hA1E,0.5000,1,0.1306
2591,12'hA1F,0.0000,0,0.1305
2592,12'hA20,0.9688,1,0.1304
2593,12'hA21,0.4688,1,0.1306
2594,12'hA22,0.7188,1,0.1305
2595,12'hA23,0.2188,1,0.1306
2596,12'hA24,0.8438,1,0.1305
2597,12'hA25,0.3438,1,0.1306
2598,12'hA26,0.5938,1,0.1305
2599,12'hA27,0.0938,1,0.1305
2600,12'hA28,0.9062,1,0.1305
2601,12'hA29,0.4062,1,0.1306
2602,12'hA2A,0.6562,1,0.1305
2603,12'hA2B,0.1562,1,0.1306
2604,12'hA2C,0.7812,1,0.1305
2605,12'hA2D,0.2812,1,0.1305
2606,12'hA2E,0.5312,1,0.1304
2607,12'hA2F,0.0312,1,0.1303
2608,12'hA30,0.9375,1,0.1304
2609,12'hA31,0.4375,1,0.1304
2610,12'hA32,0.6875,1,0.1305
2611,12'hA33,0.1875,1,0.1305
2612,12'hA34,0.8125,1,0.1306
2613,12'hA35,0.3125,1,0.1305
2614,12'hA36,0.5625,1,0.1306
2615,12'hA37,0.0625,1,0.1305
2616,12'hA38,0.8750,1,0.1305
2617,12'hA39,0.3750,1,0.1305
2618,12'hA3A,0.6250,1,0.1306
2619,12'hA3B,0.1250,1,0.1305
2620,12'hA3C,0.7500,1,0.1306
2621,12'hA3D,0.2500,1,0.1306
2622,12'hA3E,0.5000,1,0.1306
2623,12'hA3F,0.0000,0,0.1305
2624,12'hA40,0.9688,1,0.1305
2625,12'hA41,0.4688,1,0.1307
2626,12'hA42,0.7188,1,0.1306
2627,12'hA43,0.2188,1,0.1307
2628,12'hA44,0.8438,1,0.1306
2629,12'hA45,0.3438,1,0.1307
2630,12'hA46,0.5938,1,0.1305
2631,12'hA47,0.0938,1,0.1305
2632,12'hA48,0.9062,1,0.1305
2633,12'hA49,0.4062,1,0.1306
2634,12'hA4A,0.6562,1,0.1305
2635,12'hA4B,0.1562,1,0.1305
2636,12'hA4C,0.7812,1,0.1305
2637,12'hA4D,0.2812,1,0.1305
2638,12'hA4E,0.5312,1,0.1305
2639,12'hA4F,0.0312,1,0.1304
2640,12'hA50,0.9375,1,0.1304
2641,12'hA51,0.4375,1,0.1305
2642,12'hA52,0.6875,1,0.1305
2643,12'hA53,0.1875,1,0.1305
2644,12'hA54,0.8125,1,0.1305
2645,12'hA55,0.3125,1,0.1305
2646,12'hA56,0.5625,1,0.1305
2647,12'hA57,0.0625,1,0.1304
2648,12'hA58,0.8750,1,0.1305
2649,12'hA59,0.3750,1,0.1305
2650,12'hA5A,0.6250,1,0.1307
2651,12'hA5B,0.1250,1,0.1306
2652,12'hA5C,0.7500,1,0.1306
2653,12'hA5D,0.2500,1,0.1306
2654,12'hA5E,0.5000,1,0.1307
2655,12'hA5F,0.0000,0,0.1305
2656,12'hA60,0.9688,1,0.1306
2657,12'hA61,0.4688,1,0.1308
2658,12'hA62,0.7188,1,0.1306
2659,12'hA63,0.2188,1,0.1307
2660,12'hA64,0.8438,1,0.1305
2661,12'hA65,0.3438,1,0.1306
2662,12'hA66,0.5938,1,0.1305
2663,12'hA67,0.0938,1,0.1305
2664,12'hA68,0.9062,1,0.1305
2665,12'hA69,0.4062,1,0.1306
2666,12'hA6A,0.6562,1,0.1305
2667,12'hA6B,0.1562,1,0.1305
2668,12'hA6C,0.7812,1,0.1305
2669,12'hA6D,0.2812,1,0.1305
2670,12'hA6E,0.5312,1,0.1306
2671,12'hA6F,0.0312,1,0.1304
2672,12'hA70,0.9375,1,0.1304
2673,12'hA71,0.4375,1,0.1305
2674,12'hA72,0.6875,1,0.1305
2675,12'hA73,0.1875,1,0.1305
2676,12'hA74,0.8125,1,0.1305
2677,12'hA75,0.3125,1,0.1305
2678,12'hA76,0.5625,1,0.1306
2679,12'hA77,0.0625,1,0.1305
2680,12'hA78,0.8750,1,0.1305
2681,12'hA79,0.3750,1,0.1305
2682,12'hA7A,0.6250,1,0.1306
2683,12'hA7B,0.1250,1,0.1305
2684,12'hA7C,0.7500,1,0.1307
2685,12'hA7D,0.2500,1,0.1307
2686,12'hA7E,0.5000,1,0.1308
2687,12'hA7F,0.0000,0,0.1306
2688,12'hA80,0.9688,1,0.1302
2689,12'hA81,0.4688,1,0.1306
2690,12'hA82,0.7188,1,0.1305
2691,12'hA83,0.2188,1,0.1306
2692,12'hA84,0.8438,1,0.1305
2693,12'hA85,0.3438,1,0.1305
2694,12'hA86,0.5938,1,0.1305
2695,12'hA87,0.0938,1,0.1305
2696,12'hA88,0.9062,1,0.1304
2697,12'hA89,0.4062,1,0.1304
2698,12'hA8A,0.6562,1,0.1305
2699,12'hA8B,0.1562,1,0.1305
